# PROVENANCE: Grimme D3 reference data via MOPAC v23.2.5 (github.com/openmopac/mopac tag v23.2.5, Apache-2.0), src/corrections/copyc6.F90.
# The D3 model and reference data are S. Grimme et al., J. Chem. Phys. 132, 154104 (2010); see THIRD_PARTY_NOTICES.md.
iat,jat,c6,cn_a,cn_b
1,1,3.0267,0.9118,0.9118
2,1,2.0835,0.0,0.9118
2,2,1.5583,0.0,0.0
3,1,38.9448,0.0,0.9118
3,2,22.1508,0.0,0.0
3,3,1163.4454,0.0,0.0
4,1,24.4415,0.0,0.9118
4,2,14.8246,0.0,0.0
4,3,494.619,0.0,0.0
4,4,257.4863,0.0,0.0
5,1,17.3143,0.0,0.9118
5,2,11.0975,0.0,0.0
5,3,283.7308,0.0,0.0
5,4,161.5971,0.0,0.0
5,5,107.1777,0.0,0.0
6,1,12.1402,0.0,0.9118
6,2,8.1841,0.0,0.0
6,3,169.903,0.0,0.0
6,4,102.956,0.0,0.0
6,5,71.2794,0.0,0.0
6,6,49.113,0.0,0.0
7,1,8.7171,0.0,0.9118
7,2,6.138,0.0,0.0
7,3,108.4854,0.0,0.0
7,4,68.6458,0.0,0.0
7,5,49.1132,0.0,0.0
7,6,34.8146,0.0,0.0
7,7,25.2685,0.0,0.0
8,1,6.718,0.0,0.9118
8,2,4.8949,0.0,0.0
8,3,76.9613,0.0,0.0
8,4,50.1252,0.0,0.0
8,5,36.7247,0.0,0.0
8,6,26.5929,0.0,0.0
8,7,19.6546,0.0,0.0
8,8,15.5059,0.0,0.0
9,1,5.1616,0.0,0.9118
9,2,3.8825,0.0,0.0
9,3,55.0933,0.0,0.0
9,4,36.7453,0.0,0.0
9,5,27.4821,0.0,0.0
9,6,20.2827,0.0,0.0
9,7,15.2418,0.0,0.0
9,8,12.1834,0.0,0.0
9,9,9.6916,0.0,0.0
10,1,4.0112,0.0,0.9118
10,2,3.1025,0.0,0.0
10,3,40.4731,0.0,0.0
10,4,27.4867,0.0,0.0
10,5,20.9022,0.0,0.0
10,6,15.674,0.0,0.0
10,7,11.9479,0.0,0.0
10,8,9.6606,0.0,0.0
10,9,7.7691,0.0,0.0
10,10,6.2896,0.0,0.0
11,1,46.8232,0.0,0.9118
11,2,26.8628,0.0,0.0
11,3,1367.3272,0.0,0.0
11,4,587.4563,0.0,0.0
11,5,338.7212,0.0,0.0
11,6,203.7631,0.0,0.0
11,7,130.6563,0.0,0.0
11,8,93.0263,0.0,0.0
11,9,66.8423,0.0,0.0
11,10,49.2799,0.0,0.0
11,11,1608.0286,0.0,0.0
12,1,38.3531,0.0,0.9118
12,2,23.032,0.0,0.0
12,3,830.8156,0.0,0.0
12,4,418.2164,0.0,0.0
12,5,258.1303,0.0,0.0
12,6,162.6082,0.0,0.0
12,7,107.615,0.0,0.0
12,8,78.225,0.0,0.0
12,9,57.1605,0.0,0.0
12,10,42.6771,0.0,0.0
12,11,985.1697,0.0,0.0
12,12,683.3758,0.0,0.0
13,1,36.2909,0.0,0.9118
13,2,22.3224,0.0,0.0
13,3,705.8254,0.0,0.0
13,4,372.6302,0.0,0.0
13,5,236.478,0.0,0.0
13,6,152.0934,0.0,0.0
13,7,102.2,0.0,0.0
13,8,75.0755,0.0,0.0
13,9,55.3412,0.0,0.0
13,10,41.5966,0.0,0.0
13,11,838.9648,0.0,0.0
13,12,603.4689,0.0,0.0
13,13,540.5406,0.0,0.0
14,1,29.5947,0.0,0.9118
14,2,18.85,0.0,0.0
14,3,495.3449,0.0,0.0
14,4,279.7863,0.0,0.0
14,5,184.5111,0.0,0.0
14,6,122.1387,0.0,0.0
14,7,83.8498,0.0,0.0
14,8,62.5349,0.0,0.0
14,9,46.6936,0.0,0.0
14,10,35.455,0.0,0.0
14,11,591.0458,0.0,0.0
14,12,447.6423,0.0,0.0
14,13,408.9606,0.0,0.0
14,14,317.8574,0.0,0.0
15,1,23.7604,0.0,0.9118
15,2,15.6689,0.0,0.0
15,3,350.803,0.0,0.0
15,4,208.7331,0.0,0.0
15,5,142.3481,0.0,0.0
15,6,96.7503,0.0,0.0
15,7,67.7873,0.0,0.0
15,8,51.3098,0.0,0.0
15,9,38.8084,0.0,0.0
15,10,29.7767,0.0,0.0
15,11,420.0064,0.0,0.0
15,12,330.7801,0.0,0.0
15,13,307.2965,0.0,0.0
15,14,244.3546,0.0,0.0
15,15,191.6887,0.0,0.0
16,1,20.0948,0.0,0.9118
16,2,13.6108,0.0,0.0
16,3,273.7867,0.0,0.0
16,4,167.9513,0.0,0.0
16,5,117.1121,0.0,0.0
16,6,81.0919,0.0,0.0
16,7,57.6734,0.0,0.0
16,8,44.147,0.0,0.0
16,9,33.7264,0.0,0.0
16,10,26.094,0.0,0.0
16,11,328.599,0.0,0.0
16,12,264.6665,0.0,0.0
16,13,248.5008,0.0,0.0
16,14,200.5374,0.0,0.0
16,15,159.4898,0.0,0.0
16,16,134.0066,0.0,0.0
17,1,16.7052,0.0,0.9118
17,2,11.6302,0.0,0.0
17,3,210.6626,0.0,0.0
17,4,132.9808,0.0,0.0
17,5,94.7612,0.0,0.0
17,6,66.8407,0.0,0.0
17,7,48.2624,0.0,0.0
17,8,37.3688,0.0,0.0
17,9,28.8445,0.0,0.0
17,10,22.5121,0.0,0.0
17,11,253.5136,0.0,0.0
17,12,208.4978,0.0,0.0
17,13,197.7594,0.0,0.0
17,14,161.8686,0.0,0.0
17,15,130.4725,0.0,0.0
17,16,110.7006,0.0,0.0
17,17,92.346,0.0,0.0
18,1,13.87,0.0,0.9118
18,2,9.913,0.0,0.0
18,3,163.5497,0.0,0.0
18,4,105.7229,0.0,0.0
18,5,76.7949,0.0,0.0
18,6,55.0898,0.0,0.0
18,7,40.3435,0.0,0.0
18,8,31.5783,0.0,0.0
18,9,24.6178,0.0,0.0
18,10,19.3774,0.0,0.0
18,11,197.344,0.0,0.0
18,12,165.1006,0.0,0.0
18,13,157.9595,0.0,0.0
18,14,130.8927,0.0,0.0
18,15,106.7698,0.0,0.0
18,16,91.4014,0.0,0.0
18,17,76.9383,0.0,0.0
18,18,64.6462,0.0,0.0
19,1,76.2376,0.0,0.9118
19,2,44.0411,0.0,0.0
19,3,2387.1574,0.0,0.0
19,4,972.3197,0.0,0.0
19,5,554.198,0.0,0.0
19,6,332.2694,0.0,0.0
19,7,213.2001,0.0,0.0
19,8,152.142,0.0,0.0
19,9,109.6439,0.0,0.0
19,10,81.0861,0.0,0.0
19,11,2798.6124,0.0,0.0
19,12,1642.0587,0.0,0.0
19,13,1387.9361,0.0,0.0
19,14,967.6283,0.0,0.0
19,15,684.4968,0.0,0.0
19,16,535.2384,0.0,0.0
19,17,413.1512,0.0,0.0
19,18,322.1155,0.0,0.0
19,19,4983.5009,0.0,0.0
20,1,65.818,0.0,0.9118
20,2,39.0701,0.0,0.0
20,3,1614.4719,0.0,0.0
20,4,757.907,0.0,0.0
20,5,454.8439,0.0,0.0
20,6,281.7035,0.0,0.0
20,7,184.5498,0.0,0.0
20,8,133.3847,0.0,0.0
20,9,97.0824,0.0,0.0
20,10,72.3072,0.0,0.0
20,11,1907.7081,0.0,0.0
20,12,1252.5932,0.0,0.0
20,13,1088.842,0.0,0.0
20,14,790.6347,0.0,0.0
20,15,575.4627,0.0,0.0
20,16,456.8443,0.0,0.0
20,17,357.4737,0.0,0.0
20,18,281.6823,0.0,0.0
20,19,3240.4393,0.0,0.0
20,20,2352.6862,0.0,0.0
21,1,54.9669,0.0,0.9118
21,2,32.8995,0.0,0.0
21,3,1278.1183,0.0,0.0
21,4,617.3358,0.0,0.0
21,5,375.0418,0.0,0.0
21,6,234.195,0.0,0.0
21,7,154.2947,0.0,0.0
21,8,111.9359,0.0,0.0
21,9,81.7242,0.0,0.0
21,10,61.0154,0.0,0.0
21,11,1512.5338,0.0,0.0
21,12,1015.5454,0.0,0.0
21,13,888.6025,0.0,0.0
21,14,651.204,0.0,0.0
21,15,477.2797,0.0,0.0
21,16,380.4107,0.0,0.0
21,17,298.7686,0.0,0.0
21,18,236.1417,0.0,0.0
21,19,2549.9412,0.0,0.0
21,20,1888.7902,0.0,0.0
21,21,1522.4676,0.0,0.0
22,1,53.6875,0.0,0.9118
22,2,32.5316,0.0,0.0
22,3,1192.9128,0.0,0.0
22,4,587.4898,0.0,0.0
22,5,361.0865,0.0,0.0
22,6,227.5723,0.0,0.0
22,7,151.0199,0.0,0.0
22,8,110.1452,0.0,0.0
22,9,80.7975,0.0,0.0
22,10,60.5594,0.0,0.0
22,11,1413.157,0.0,0.0
22,12,962.9831,0.0,0.0
22,13,847.4615,0.0,0.0
22,14,626.2353,0.0,0.0
22,15,462.3247,0.0,0.0
22,16,370.2631,0.0,0.0
22,17,292.1853,0.0,0.0
22,18,231.9208,0.0,0.0
22,19,2374.669,0.0,0.0
22,20,1779.5162,0.0,0.0
22,21,1438.2841,0.0,0.0
22,22,1361.9185,0.0,0.0
23,1,49.4819,0.0,0.9118
23,2,30.1851,0.0,0.0
23,3,1069.0426,0.0,0.0
23,4,533.3499,0.0,0.0
23,5,330.1023,0.0,0.0
23,6,209.145,0.0,0.0
23,7,139.3512,0.0,0.0
23,8,101.9325,0.0,0.0
23,9,74.9671,0.0,0.0
23,10,56.3108,0.0,0.0
23,11,1267.3139,0.0,0.0
23,12,872.2579,0.0,0.0
23,13,770.3432,0.0,0.0
23,14,572.1129,0.0,0.0
23,15,424.147,0.0,0.0
23,16,340.602,0.0,0.0
23,17,269.4863,0.0,0.0
23,18,214.4002,0.0,0.0
23,19,2124.1985,0.0,0.0
23,20,1604.9178,0.0,0.0
23,21,1299.5197,0.0,0.0
23,22,1232.3235,0.0,0.0
23,23,1116.0984,0.0,0.0
24,1,39.1221,0.0,0.9118
24,2,24.1463,0.0,0.0
24,3,844.0936,0.0,0.0
24,4,418.1635,0.0,0.0
24,5,259.3021,0.0,0.0
24,6,164.9882,0.0,0.0
24,7,110.4861,0.0,0.0
24,8,81.2,0.0,0.0
24,9,60.0099,0.0,0.0
24,10,45.282,0.0,0.0
24,11,1000.4652,0.0,0.0
24,12,684.4015,0.0,0.0
24,13,604.4071,0.0,0.0
24,14,449.2216,0.0,0.0
24,15,333.838,0.0,0.0
24,16,268.8029,0.0,0.0
24,17,213.3668,0.0,0.0
24,18,170.3465,0.0,0.0
24,19,1683.6701,0.0,0.0
24,20,1263.0809,0.0,0.0
24,21,1021.6871,0.0,0.0
24,22,968.8565,0.0,0.0
24,23,877.3855,0.0,0.0
24,24,690.7425,0.0,0.0
25,1,43.0028,0.0,0.9118
25,2,26.4978,0.0,0.0
25,3,891.9756,0.0,0.0
25,4,453.3686,0.0,0.0
25,5,283.4744,0.0,0.0
25,6,181.0035,0.0,0.0
25,7,121.3233,0.0,0.0
25,8,89.1346,0.0,0.0
25,9,65.8112,0.0,0.0
25,10,49.5959,0.0,0.0
25,11,1058.5103,0.0,0.0
25,12,739.0411,0.0,0.0
25,13,656.0738,0.0,0.0
25,14,490.8156,0.0,0.0
25,15,366.1204,0.0,0.0
25,16,295.1737,0.0,0.0
25,17,234.4533,0.0,0.0
25,18,187.1728,0.0,0.0
25,19,1768.0322,0.0,0.0
25,20,1351.4785,0.0,0.0
25,21,1097.1539,0.0,0.0
25,22,1042.6625,0.0,0.0
25,23,945.6072,0.0,0.0
25,24,743.3179,0.0,0.0
25,25,802.7484,0.0,0.0
26,1,33.911,0.0,0.9118
26,2,21.175,0.0,0.0
26,3,698.4539,0.0,0.0
26,4,353.5358,0.0,0.0
26,5,221.7547,0.0,0.0
26,6,142.3467,0.0,0.0
26,7,95.9782,0.0,0.0
26,8,70.8942,0.0,0.0
26,9,52.631,0.0,0.0
26,10,39.8659,0.0,0.0
26,11,828.8936,0.0,0.0
26,12,576.5121,0.0,0.0
26,13,512.0823,0.0,0.0
26,14,383.7445,0.0,0.0
26,15,287.1606,0.0,0.0
26,16,232.2625,0.0,0.0
26,17,185.1823,0.0,0.0
26,18,148.4319,0.0,0.0
26,19,1388.9522,0.0,0.0
26,20,1056.5193,0.0,0.0
26,21,857.173,0.0,0.0
26,22,814.8402,0.0,0.0
26,23,739.0542,0.0,0.0
26,24,581.8114,0.0,0.0
26,25,627.5403,0.0,0.0
26,26,491.3349,0.0,0.0
27,1,36.3234,0.0,0.9118
27,2,22.7233,0.0,0.0
27,3,701.5324,0.0,0.0
27,4,369.1928,0.0,0.0
27,5,234.8693,0.0,0.0
27,6,151.8703,0.0,0.0
27,7,102.7503,0.0,0.0
27,8,75.9912,0.0,0.0
27,9,56.4307,0.0,0.0
27,10,42.727,0.0,0.0
27,11,834.1826,0.0,0.0
27,12,598.3302,0.0,0.0
27,13,535.9706,0.0,0.0
27,14,405.9907,0.0,0.0
27,15,305.9256,0.0,0.0
27,16,248.2116,0.0,0.0
27,17,198.357,0.0,0.0
27,18,159.1957,0.0,0.0
27,19,1382.9771,0.0,0.0
27,20,1081.769,0.0,0.0
27,21,882.4503,0.0,0.0
27,22,841.8335,0.0,0.0
27,23,765.3178,0.0,0.0
27,24,601.4178,0.0,0.0
27,25,651.9688,0.0,0.0
27,26,509.7764,0.0,0.0
27,27,532.7794,0.0,0.0
28,1,37.1596,0.0,0.9118
28,2,23.0792,0.0,0.0
28,3,738.858,0.0,0.0
28,4,383.914,0.0,0.0
28,5,242.4174,0.0,0.0
28,6,155.8507,0.0,0.0
28,7,104.9834,0.0,0.0
28,8,77.401,0.0,0.0
28,9,57.3248,0.0,0.0
28,10,43.3129,0.0,0.0
28,11,877.9354,0.0,0.0
28,12,623.6305,0.0,0.0
28,13,556.5389,0.0,0.0
28,14,419.3593,0.0,0.0
28,15,314.5698,0.0,0.0
28,16,254.4683,0.0,0.0
28,17,202.7705,0.0,0.0
28,18,162.3264,0.0,0.0
28,19,1458.4501,0.0,0.0
28,20,1132.1074,0.0,0.0
28,21,921.899,0.0,0.0
28,22,878.0939,0.0,0.0
28,23,797.5195,0.0,0.0
28,24,626.6472,0.0,0.0
28,25,678.4531,0.0,0.0
28,26,530.3221,0.0,0.0
28,27,553.0834,0.0,0.0
28,28,574.7436,0.0,0.0
29,1,28.594,0.0,0.9118
29,2,18.0216,0.0,0.0
29,3,569.4526,0.0,0.0
29,4,292.7955,0.0,0.0
29,5,185.1741,0.0,0.0
29,6,119.635,0.0,0.0
29,7,81.0855,0.0,0.0
29,8,60.1335,0.0,0.0
29,9,44.8098,0.0,0.0
29,10,34.0544,0.0,0.0
29,11,676.4773,0.0,0.0
29,12,476.2426,0.0,0.0
29,13,424.7723,0.0,0.0
29,14,320.1913,0.0,0.0
29,15,240.7974,0.0,0.0
29,16,195.4075,0.0,0.0
29,17,156.3161,0.0,0.0
29,18,125.6776,0.0,0.0
29,19,1129.9518,0.0,0.0
29,20,868.3674,0.0,0.0
29,21,706.072,0.0,0.0
29,22,672.4128,0.0,0.0
29,23,610.57,0.0,0.0
29,24,480.6938,0.0,0.0
29,25,519.3078,0.0,0.0
29,26,406.7268,0.0,0.0
29,27,423.0877,0.0,0.0
29,28,439.6365,0.0,0.0
29,29,337.1808,0.0,0.0
30,1,29.8689,0.0,0.9118
30,2,18.9695,0.0,0.0
30,3,540.916,0.0,0.0
30,4,293.3106,0.0,0.0
30,5,189.6293,0.0,0.0
30,6,124.1032,0.0,0.0
30,7,84.7311,0.0,0.0
30,8,63.0774,0.0,0.0
30,9,47.1122,0.0,0.0
30,10,35.8427,0.0,0.0
30,11,644.3408,0.0,0.0
30,12,472.9143,0.0,0.0
30,13,427.161,0.0,0.0
30,14,327.281,0.0,0.0
30,15,248.9743,0.0,0.0
30,16,203.2427,0.0,0.0
30,17,163.3848,0.0,0.0
30,18,131.8119,0.0,0.0
30,19,1062.5928,0.0,0.0
30,20,846.8527,0.0,0.0
30,21,693.6787,0.0,0.0
30,22,664.1009,0.0,0.0
30,23,605.0623,0.0,0.0
30,24,475.5594,0.0,0.0
30,25,517.091,0.0,0.0
30,26,404.5558,0.0,0.0
30,27,424.879,0.0,0.0
30,28,440.09,0.0,0.0
30,29,336.6493,0.0,0.0
30,30,340.5213,0.0,0.0
31,1,35.1697,0.0,0.9118
31,2,22.0458,0.0,0.0
31,3,656.7441,0.0,0.0
31,4,351.1141,0.0,0.0
31,5,225.3933,0.0,0.0
31,6,146.5544,0.0,0.0
31,7,99.4407,0.0,0.0
31,8,73.6253,0.0,0.0
31,9,54.6782,0.0,0.0
31,10,41.3681,0.0,0.0
31,11,781.3524,0.0,0.0
31,12,567.1638,0.0,0.0
31,13,510.5854,0.0,0.0
31,14,389.2656,0.0,0.0
31,15,294.7925,0.0,0.0
31,16,239.8183,0.0,0.0
31,17,192.0578,0.0,0.0
31,18,154.3423,0.0,0.0
31,19,1292.8121,0.0,0.0
31,20,1019.8835,0.0,0.0
31,21,833.7424,0.0,0.0
31,22,796.8617,0.0,0.0
31,23,725.2514,0.0,0.0
31,24,569.7645,0.0,0.0
31,25,618.8387,0.0,0.0
31,26,483.7815,0.0,0.0
31,27,507.1316,0.0,0.0
31,28,525.8162,0.0,0.0
31,29,401.9613,0.0,0.0
31,30,405.4565,0.0,0.0
31,31,483.7516,0.0,0.0
32,1,31.817,0.0,0.9118
32,2,20.4318,0.0,0.0
32,3,527.9268,0.0,0.0
32,4,298.422,0.0,0.0
32,5,197.3448,0.0,0.0
32,6,131.0954,0.0,0.0
32,7,90.3328,0.0,0.0
32,8,67.5932,0.0,0.0
32,9,50.6412,0.0,0.0
32,10,38.5746,0.0,0.0
32,11,630.1041,0.0,0.0
32,12,477.3744,0.0,0.0
32,13,436.506,0.0,0.0
32,14,339.8328,0.0,0.0
32,15,261.8235,0.0,0.0
32,16,215.3101,0.0,0.0
32,17,174.1969,0.0,0.0
32,18,141.2063,0.0,0.0
32,19,1032.6651,0.0,0.0
32,20,843.3644,0.0,0.0
32,21,694.7024,0.0,0.0
32,22,668.3786,0.0,0.0
32,23,610.7639,0.0,0.0
32,24,479.9639,0.0,0.0
32,25,524.1848,0.0,0.0
32,26,410.2106,0.0,0.0
32,27,433.8508,0.0,0.0
32,28,447.9868,0.0,0.0
32,29,342.4261,0.0,0.0
32,30,349.9885,0.0,0.0
32,31,415.953,0.0,0.0
32,32,363.5474,0.0,0.0
33,1,27.7884,0.0,0.9118
33,2,18.3284,0.0,0.0
33,3,415.1532,0.0,0.0
33,4,245.4831,0.0,0.0
33,5,166.906,0.0,0.0
33,6,113.2616,0.0,0.0
33,7,79.3086,0.0,0.0
33,8,60.0289,0.0,0.0
33,9,45.418,0.0,0.0
33,10,34.8686,0.0,0.0
33,11,496.9338,0.0,0.0
33,12,389.4927,0.0,0.0
33,13,361.1913,0.0,0.0
33,14,286.5909,0.0,0.0
33,15,224.4774,0.0,0.0
33,16,186.6348,0.0,0.0
33,17,152.6035,0.0,0.0
33,18,124.8561,0.0,0.0
33,19,810.6554,0.0,0.0
33,20,679.0044,0.0,0.0
33,21,562.6947,0.0,0.0
33,22,544.6797,0.0,0.0
33,23,499.497,0.0,0.0
33,24,393.1922,0.0,0.0
33,25,430.9146,0.0,0.0
33,26,338.0096,0.0,0.0
33,27,359.715,0.0,0.0
33,28,370.0359,0.0,0.0
33,29,283.3323,0.0,0.0
33,30,292.503,0.0,0.0
33,31,346.3508,0.0,0.0
33,32,307.101,0.0,0.0
33,33,262.9498,0.0,0.0
34,1,25.3098,0.0,0.9118
34,2,17.0243,0.0,0.0
34,3,354.5429,0.0,0.0
34,4,215.0238,0.0,0.0
34,5,148.8008,0.0,0.0
34,6,102.4346,0.0,0.0
34,7,72.5403,0.0,0.0
34,8,55.3627,0.0,0.0
34,9,42.1923,0.0,0.0
34,10,32.5843,0.0,0.0
34,11,425.1864,0.0,0.0
34,12,339.5742,0.0,0.0
34,13,317.6182,0.0,0.0
34,14,255.0099,0.0,0.0
34,15,201.9019,0.0,0.0
34,16,169.1308,0.0,0.0
34,17,139.3163,0.0,0.0
34,18,114.7449,0.0,0.0
34,19,692.9116,0.0,0.0
34,20,587.9647,0.0,0.0
34,21,488.8715,0.0,0.0
34,22,475.0348,0.0,0.0
34,23,436.5718,0.0,0.0
34,24,344.2956,0.0,0.0
34,25,377.8276,0.0,0.0
34,26,297.0396,0.0,0.0
34,27,317.0174,0.0,0.0
34,28,325.3419,0.0,0.0
34,29,249.6385,0.0,0.0
34,30,259.0459,0.0,0.0
34,31,305.9501,0.0,0.0
34,32,273.653,0.0,0.0
34,33,236.3473,0.0,0.0
34,34,213.6738,0.0,0.0
35,1,22.4834,0.0,0.9118
35,2,15.4553,0.0,0.0
35,3,294.7897,0.0,0.0
35,4,183.3742,0.0,0.0
35,5,129.2495,0.0,0.0
35,6,90.3424,0.0,0.0
35,7,64.7632,0.0,0.0
35,8,49.8795,0.0,0.0
35,9,38.3225,0.0,0.0
35,10,29.7958,0.0,0.0
35,11,354.2869,0.0,0.0
35,12,288.2736,0.0,0.0
35,13,272.0098,0.0,0.0
35,14,221.0537,0.0,0.0
35,15,176.993,0.0,0.0
35,16,149.4563,0.0,0.0
35,17,124.0909,0.0,0.0
35,18,102.9471,0.0,0.0
35,19,577.2318,0.0,0.0
35,20,495.9754,0.0,0.0
35,21,413.7468,0.0,0.0
35,22,403.6576,0.0,0.0
35,23,371.8071,0.0,0.0
35,24,293.9185,0.0,0.0
35,25,322.8433,0.0,0.0
35,26,254.5306,0.0,0.0
35,27,272.3053,0.0,0.0
35,28,278.7705,0.0,0.0
35,29,214.5059,0.0,0.0
35,30,223.6348,0.0,0.0
35,31,263.3458,0.0,0.0
35,32,237.6295,0.0,0.0
35,33,207.0772,0.0,0.0
35,34,188.3605,0.0,0.0
35,35,167.1297,0.0,0.0
36,1,19.8182,0.0,0.9118
36,2,13.9211,0.0,0.0
36,3,244.5554,0.0,0.0
36,4,155.5616,0.0,0.0
36,5,111.5371,0.0,0.0
36,6,79.108,0.0,0.0
36,7,57.3895,0.0,0.0
36,8,44.6003,0.0,0.0
36,9,34.5452,0.0,0.0
36,10,27.043,0.0,0.0
36,11,294.5574,0.0,0.0
36,12,243.5965,0.0,0.0
36,13,231.6904,0.0,0.0
36,14,190.3934,0.0,0.0
36,15,154.0575,0.0,0.0
36,16,131.0928,0.0,0.0
36,17,109.6839,0.0,0.0
36,18,91.643,0.0,0.0
36,19,480.2472,0.0,0.0
36,20,416.9777,0.0,0.0
36,21,348.8474,0.0,0.0
36,22,341.6273,0.0,0.0
36,23,315.3251,0.0,0.0
36,24,249.9413,0.0,0.0
36,25,274.6419,0.0,0.0
36,26,217.2071,0.0,0.0
36,27,232.7594,0.0,0.0
36,28,237.7447,0.0,0.0
36,29,183.5347,0.0,0.0
36,30,192.0484,0.0,0.0
36,31,225.4537,0.0,0.0
36,32,205.0598,0.0,0.0
36,33,180.1818,0.0,0.0
36,34,164.8494,0.0,0.0
36,35,147.183,0.0,0.0
36,36,130.4017,0.0,0.0
37,1,85.9499,0.0,0.9118
37,2,50.0491,0.0,0.0
37,3,2647.3331,0.0,0.0
37,4,1082.7052,0.0,0.0
37,5,620.0878,0.0,0.0
37,6,373.5384,0.0,0.0
37,7,240.694,0.0,0.0
37,8,172.3398,0.0,0.0
37,9,124.5879,0.0,0.0
37,10,92.3827,0.0,0.0
37,11,3104.1016,0.0,0.0
37,12,1826.4648,0.0,0.0
37,13,1546.9229,0.0,0.0
37,14,1082.0563,0.0,0.0
37,15,768.1335,0.0,0.0
37,16,602.2221,0.0,0.0
37,17,466.1565,0.0,0.0
37,18,364.4067,0.0,0.0
37,19,5530.2806,0.0,0.0
37,20,3599.4349,0.0,0.0
37,21,2834.092,0.0,0.0
37,22,2641.2435,0.0,0.0
37,23,2363.7175,0.0,0.0
37,24,1874.0326,0.0,0.0
37,25,1968.7631,0.0,0.0
37,26,1547.1982,0.0,0.0
37,27,1541.8997,0.0,0.0
37,28,1625.1034,0.0,0.0
37,29,1259.4427,0.0,0.0
37,30,1186.2631,0.0,0.0
37,31,1442.3807,0.0,0.0
37,32,1155.1526,0.0,0.0
37,33,909.4257,0.0,0.0
37,34,778.9204,0.0,0.0
37,35,650.3606,0.0,0.0
37,36,542.316,0.0,0.0
37,37,6138.7755,0.0,0.0
38,1,78.3901,0.0,0.9118
38,2,46.6658,0.0,0.0
38,3,1944.226,0.0,0.0
38,4,903.9265,0.0,0.0
38,5,541.5729,0.0,0.0
38,6,335.4597,0.0,0.0
38,7,219.9608,0.0,0.0
38,8,159.146,0.0,0.0
38,9,115.9647,0.0,0.0
38,10,86.4627,0.0,0.0
38,11,2296.1906,0.0,0.0
38,12,1495.8141,0.0,0.0
38,13,1298.5356,0.0,0.0
38,14,941.4121,0.0,0.0
38,15,684.9632,0.0,0.0
38,16,543.9627,0.0,0.0
38,17,425.8997,0.0,0.0
38,18,335.869,0.0,0.0
38,19,3915.3529,0.0,0.0
38,20,2819.4935,0.0,0.0
38,21,2260.4217,0.0,0.0
38,22,2128.3951,0.0,0.0
38,23,1918.6941,0.0,0.0
38,24,1511.3043,0.0,0.0
38,25,1614.719,0.0,0.0
38,26,1263.2327,0.0,0.0
38,27,1290.8718,0.0,0.0
38,28,1351.3702,0.0,0.0
38,29,1037.7284,0.0,0.0
38,30,1009.6809,0.0,0.0
38,31,1216.5138,0.0,0.0
38,32,1004.4824,0.0,0.0
38,33,808.337,0.0,0.0
38,34,700.0532,0.0,0.0
38,35,590.7326,0.0,0.0
38,36,496.912,0.0,0.0
38,37,4349.2577,0.0,0.0
38,38,3381.3672,0.0,0.0
39,1,70.057,0.0,0.9118
39,2,42.4195,0.0,0.0
39,3,1585.395,0.0,0.0
39,4,771.4844,0.0,0.0
39,5,472.4364,0.0,0.0
39,6,297.2171,0.0,0.0
39,7,197.0611,0.0,0.0
39,8,143.6602,0.0,0.0
39,9,105.3447,0.0,0.0
39,10,78.9316,0.0,0.0
39,11,1876.8634,0.0,0.0
39,12,1266.7602,0.0,0.0
39,13,1112.298,0.0,0.0
39,14,819.5418,0.0,0.0
39,15,603.9916,0.0,0.0
39,16,483.3797,0.0,0.0
39,17,381.2462,0.0,0.0
39,18,302.5143,0.0,0.0
39,19,3166.0625,0.0,0.0
39,20,2350.8018,0.0,0.0
39,21,1896.7809,0.0,0.0
39,22,1794.318,0.0,0.0
39,23,1622.4689,0.0,0.0
39,24,1276.4352,0.0,0.0
39,25,1371.4492,0.0,0.0
39,26,1072.3265,0.0,0.0
39,27,1105.3016,0.0,0.0
39,28,1153.5737,0.0,0.0
39,29,884.1648,0.0,0.0
39,30,870.6935,0.0,0.0
39,31,1045.5505,0.0,0.0
39,32,874.7836,0.0,0.0
39,33,711.7506,0.0,0.0
39,34,620.3334,0.0,0.0
39,35,526.8299,0.0,0.0
39,36,445.7013,0.0,0.0
39,37,3520.9466,0.0,0.0
39,38,2813.7007,0.0,0.0
39,39,2365.8925,0.0,0.0
40,1,63.7801,0.0,0.9118
40,2,39.1088,0.0,0.0
40,3,1363.2842,0.0,0.0
40,4,681.5283,0.0,0.0
40,5,423.2302,0.0,0.0
40,6,269.049,0.0,0.0
40,7,179.7777,0.0,0.0
40,8,131.7852,0.0,0.0
40,9,97.0977,0.0,0.0
40,10,73.0315,0.0,0.0
40,11,1616.2863,0.0,0.0
40,12,1113.8339,0.0,0.0
40,13,985.0494,0.0,0.0
40,14,733.1807,0.0,0.0
40,15,544.8882,0.0,0.0
40,16,438.389,0.0,0.0
40,17,347.5334,0.0,0.0
40,18,276.9908,0.0,0.0
40,19,2711.1542,0.0,0.0
40,20,2048.5251,0.0,0.0
40,21,1659.1156,0.0,0.0
40,22,1574.1401,0.0,0.0
40,23,1426.0687,0.0,0.0
40,24,1121.5489,0.0,0.0
40,25,1208.7451,0.0,0.0
40,26,945.1713,0.0,0.0
40,27,978.9767,0.0,0.0
40,28,1019.7589,0.0,0.0
40,29,781.1133,0.0,0.0
